id,activePlayer,blockedShots,faceoffWinPctg,faceoffsLost,faceoffsTaken,faceoffsWon,firstName,firstSeasonForGameType,franchiseId,gameTypeId,gamesPlayed,giveaways,hits,lastName,lastSeasonForGameType,missedShots,playerId,positionCode,seasonsPlayed,shifts,takeaways,teamAbbrevs,timeOnIce
8337,True,63,47.2022,1170,2216,1046,Dylan,20202021,,2,201,70,120,Cozens,20222023,131,8481528,C,3,4094,82,BUF,190821
6116,False,131,40.7924,1315,2221,906,Stephen,20102011,,2,301,45,492,Gionta,20182019,116,8472410,C,8,5445,93,"NJD,NYI",222431
8140,True,72,49.5298,1127,2233,1106,Barrett,20192020,,2,176,67,196,Hayton,20222023,103,8480849,C,4,3929,65,ARI,167132
7720,True,132,45.7028,1213,2234,1021,Colin,20162017,,2,292,130,229,White,20222023,176,8478400,C,7,5533,85,"OTT,FLA",246016
7756,True,106,48.0514,1173,2258,1085,Nicolas,20172018,,2,228,70,266,Roy,20222023,126,8478462,C,6,4487,119,"CAR,VGK",201024
4645,False,86,48.1662,1173,2263,1090,Brett,20022003,,2,307,84,75,McLean,20082009,127,8465968,C,6,6013,123,"COL,FLA",248743
5067,False,158,48.1806,1182,2281,1099,Brian,20012002,,2,351,84,473,Sutherby,20102011,121,8468506,C,9,5821,89,"WSH,ANA,DAL",230176
7782,True,150,45.5142,1245,2285,1040,Evan,20152016,,2,385,152,235,Rodrigues,20222023,272,8478542,C,8,7521,157,"BUF,PIT,COL",346984
5063,False,295,47.8469,1199,2299,1100,Brad,20032004,,2,821,368,553,Boyes,20152016,800,8468504,R,12,17349,367,"BOS,STL,BUF,NYI,FLA,TOR",806794
6144,True,375,42.5495,1334,2322,988,Trevor,20082009,,2,892,176,1644,Lewis,20222023,589,8473453,C,15,16583,218,"LAK,WPG,CGY",706619
4209,False,110,44.8795,1281,2324,1043,Dean,19911992,,2,351,175,153,McAmmond,20092010,164,8458536,C,17,6163,188,"STL,OTT,NYI,NJD",265955
4306,False,68,54.0448,1068,2324,1256,Chris,19931994,,2,241,101,290,Gratton,20082009,123,8459425,C,15,4542,115,"FLA,TBL,CBJ",191385
7612,True,173,54.6802,1070,2361,1291,Tomas,20152016,,2,398,103,440,Nosek,20222023,192,8477931,L,8,6655,153,"DET,VGK,BOS",291846
7924,True,177,51.7955,1141,2367,1226,Roope,20182019,,2,312,167,341,Hintz,20222023,279,8478449,C,5,7305,114,DAL,310339
5960,True,658,46.1798,1275,2369,1094,T.J.,20082009,,2,958,405,1482,Oshie,20222023,895,8471698,R,15,22401,681,"STL,WSH",1056231
7235,True,344,43.3669,1349,2382,1033,Vladislav,20132014,,2,630,194,733,Namestnikov,20222023,292,8476480,C,10,12184,198,"TBL,NYR,COL,OTT,DET,DAL,WPG",558008
7872,True,66,44.9288,1314,2386,1072,Casey,20172018,,2,277,130,101,Mittelstadt,20222023,142,8479999,C,6,5271,118,BUF,246070
4283,False,68,49.3941,1211,2393,1182,Derek,19931994,,2,268,133,311,Armstrong,20092010,143,8459064,C,14,4993,53,"LAK,STL",210676
8035,True,95,50.9591,1176,2398,1222,Blake,20182019,,2,258,53,244,Lizotte,20222023,130,8481481,C,5,4853,92,LAK,200368
4876,False,82,52.0332,1156,2410,1254,Niko,20012002,,2,239,100,105,Kapanen,20072008,125,8467516,C,6,4359,111,"DAL,PHX,ATL",193310
5864,False,147,49.177,1235,2430,1195,Mike,20082009,,2,406,87,239,Santorelli,20152016,233,8471390,C,8,7490,136,"NSH,FLA,WPG,VAN,TOR,ANA",337696
7496,True,287,45.152,1335,2434,1099,Jason,20152016,,2,361,123,539,Dickinson,20222023,170,8477450,C,8,7326,187,"DAL,VAN,CHI",306442
6222,False,231,45.4583,1333,2444,1111,Shawn,20072008,,2,551,91,548,Matthias,20172018,265,8473574,L,11,10190,203,"FLA,VAN,COL,TOR,WPG",426752
7913,True,234,43.3129,1386,2445,1059,Elias,20182019,,2,325,184,239,Pettersson,20222023,392,8480012,C,5,7545,200,VAN,370137
7911,True,92,50.0408,1223,2448,1225,Sam,20182019,,2,262,102,157,Steel,20222023,123,8479351,C,5,4744,81,"ANA,MIN",225587
5586,False,119,51.8325,1196,2483,1287,Kamil,20062007,,2,232,49,179,Kreps,20092010,81,8470631,C,4,4447,95,FLA,181897
6719,False,92,45.7315,1354,2495,1141,Peter,20112012,,2,266,89,295,Holland,20172018,153,8475180,C,7,4718,161,"ANA,TOR,ARI,NYR",210770
5615,False,189,47.0611,1342,2535,1193,Colin,20062007,,2,359,55,482,Fraser,20142015,83,8470662,C,9,5412,81,"CHI,EDM,LAK,STL",214219
4221,False,85,50.1768,1268,2545,1277,Jozef,19911992,,2,199,117,121,Stumpel,20072008,139,8458554,L,16,4721,89,FLA,216866
5555,False,320,49.5108,1290,2555,1265,Eric,20052006,,2,652,136,545,Fehr,20182019,396,8470611,C,14,11049,349,"WSH,WPG,PIT,TOR,SJS,MIN",480907
7603,True,135,49.6308,1296,2573,1277,Frederick,20162017,,2,261,62,133,Gaudreau,20222023,116,8477919,C,6,4529,114,"NSH,PIT,MIN",213633
4864,False,70,46.2101,1398,2599,1201,Tyler,20012002,,2,302,141,20,Arnason,20082009,185,8467483,C,7,5843,223,"CHI,OTT,COL",259239
7645,True,193,40.4068,1553,2606,1053,Nick,20162017,,2,427,224,92,Schmaltz,20222023,246,8477951,C,7,9190,358,"CHI,ARI",438590
7083,True,160,43.75,1467,2608,1141,Travis,20172018,,2,280,89,157,Boyd,20222023,131,8476329,C,6,5305,84,"WSH,VAN,TOR,ARI",232163
4413,False,149,50.5923,1293,2617,1324,Wayne,19941995,,2,275,64,235,Primeau,20092010,106,8460507,C,15,5168,96,"SJS,BOS,CGY,TOR",215275
7497,True,295,44.2029,1463,2622,1159,Ryan,20142015,,2,506,195,590,Hartman,20222023,403,8477451,R,9,9037,220,"CHI,NSH,PHI,MIN",432824
7998,True,153,49.2051,1342,2642,1300,Teddy,20182019,,2,268,79,346,Blueger,20222023,86,8476927,C,5,5458,109,"PIT,VGK",229718
5455,False,603,45.0321,1455,2647,1192,Alexander,20052006,,2,1018,358,702,Steen,20192020,951,8470257,L,15,25361,437,"TOR,STL",1098933
6129,True,604,47.3962,1394,2650,1256,Nick,20072008,,2,1081,362,2365,Foligno,20222023,571,8473422,L,16,21762,497,"OTT,CBJ,TOR,BOS",1030369
6190,False,194,44.0646,1489,2662,1173,James,20072008,,2,394,114,485,Sheppard,20142015,176,8473536,C,6,7275,174,"MIN,SJS,NYR",298348
7906,True,120,48.0524,1387,2670,1283,Jesperi,20182019,,2,319,164,380,Kotkaniemi,20222023,166,8480829,C,5,5721,133,"MTL,CAR",263031
7480,True,193,51.8158,1287,2671,1384,Nicholas,20152016,,2,328,112,503,Paul,20222023,251,8477426,L,8,6576,203,"OTT,TBL",293311
6948,False,111,42.6979,1542,2691,1149,Alexander,20102011,,2,348,148,491,Burmistrov,20172018,194,8475788,C,6,6694,165,"ATL,WPG,ARI,VAN",311066
7752,True,152,43.2275,1555,2739,1184,Jack,20162017,,2,386,185,246,Roslovic,20222023,203,8478458,C,7,6987,145,"WPG,CBJ",325976
7792,True,349,50.1446,1379,2766,1387,Noel,20152016,,2,384,81,1009,Acciari,20222023,184,8478569,C,8,6989,156,"BOS,FLA,STL,TOR",313510
7283,True,287,46.7216,1487,2791,1304,Alex,20122013,,2,654,289,529,Galchenyuk,20222023,489,8476851,C,11,12911,197,"MTL,ARI,MIN,PIT,TOR,OTT,COL",578121
7131,False,93,50.9588,1381,2816,1435,Nicholas,20142015,,2,299,67,316,Shore,20192020,150,8476406,C,5,5152,69,"LAK,CGY,OTT,WPG,TOR",216050
7191,True,534,53.27,1329,2844,1515,Gabriel,20112012,,2,738,352,1464,Landeskog,20212022,647,8476455,L,11,17283,469,COL,860062
6727,False,147,48.7702,1458,2846,1388,Jacob,20102011,,2,315,75,230,Josefson,20172018,149,8475185,C,8,5775,89,"NJD,BUF",240359
7315,True,327,45.0053,1569,2853,1284,Zemgus,20132014,,2,625,113,1098,Girgensons,20222023,320,8476878,L,9,12302,175,BUF,543722
7970,True,115,56.7294,1241,2868,1627,Michael,20182019,,2,242,90,421,McLeod,20222023,92,8479415,C,5,4656,118,NJD,186203
7308,True,200,49.6561,1464,2908,1444,Mark,20162017,,2,322,101,165,Jankowski,20222023,176,8476873,C,7,5545,148,"CGY,PIT,BUF,NSH",237634
6380,False,223,49.622,1466,2910,1444,Nick,20092010,,2,437,77,372,Spaling,20152016,184,8474096,C,7,9359,207,"NSH,PIT,SJS,TOR",390627
6667,True,263,41.3947,1706,2911,1205,Marcus,20102011,,2,833,421,454,Johansson,20222023,417,8475149,L,13,16516,361,"WSH,NJD,BOS,BUF,MIN,SEA",823492
4961,False,149,47.5725,1555,2966,1411,Mike,20002001,,2,348,198,190,Comrie,20102011,165,8467964,C,10,6593,144,"PHX,OTT,NYI,EDM,PIT",334824
5342,False,138,59.3277,1210,2975,1765,Zenon,20052006,,2,346,50,386,Konopka,20132014,58,8469820,C,9,4861,47,"ANA,CBJ,TBL,NYI,OTT,MIN,BUF",175118
4167,False,134,50.5186,1479,2989,1510,Bryan,19921993,,2,227,84,176,Smolinski,20072008,159,8458069,C,15,4714,98,"OTT,VAN,CHI,MTL",210831
6491,False,104,46.4428,1611,3008,1397,Cody,20102011,,2,328,115,174,Hodgson,20152016,203,8474570,C,6,6215,110,"VAN,BUF,NSH",289151
5270,False,104,55.257,1349,3015,1666,Kyle,20032004,,2,488,239,116,Wellwood,20122013,246,8469581,C,9,8553,187,"TOR,VAN,SJS,WPG",406621
4354,False,204,55.4967,1344,3020,1676,Jamal,19961997,,2,547,138,622,Mayers,20122013,304,8459514,R,15,9622,168,"STL,TOR,CGY,SJS,CHI",387870
4548,False,120,49.3421,1540,3040,1500,Glen,19992000,,2,304,105,190,Metropolit,20092010,128,8462823,C,8,5792,124,"STL,ATL,BOS,MTL,PHI",250300
7651,True,209,42.0776,1762,3042,1280,Jared,20152016,,2,506,214,452,McCann,20222023,360,8477955,L,8,10293,265,"VAN,FLA,PIT,SEA",439991
7379,False,321,48.7861,1561,3048,1487,Cedric,20132014,,2,448,81,1160,Paquette,20212022,195,8476975,C,9,7437,118,"TBL,CAR,OTT,MTL",315704
5197,False,536,48.7422,1569,3061,1492,R.J.,20052006,,2,779,239,926,Umberger,20152016,531,8469469,C,11,17699,341,"PHI,CBJ",777538
4943,False,318,54.5188,1394,3065,1671,Adam,20012002,,2,523,83,633,Hall,20132014,233,8467925,R,11,10179,138,"NSH,MIN,NYR,PIT,TBL,CAR,PHI",395701
4427,False,241,50.0321,1557,3116,1559,Richard,19941995,,2,430,126,228,Park,20112012,211,8460541,R,14,8269,230,"VAN,NYI,PIT",356916
7748,True,194,42.2806,1802,3122,1320,Mathew,20162017,,2,420,503,152,Barzal,20222023,283,8478445,C,7,8525,321,NYI,464378
5230,False,258,51.8022,1511,3135,1624,Michael,20022003,,2,847,500,373,Cammalleri,20172018,836,8469500,L,15,19083,308,"LAK,CGY,MTL,NJD,EDM",909921
7929,True,100,49.3329,1595,3148,1553,Robert,20182019,,2,314,168,59,Thomas,20222023,152,8480023,C,5,6242,219,STL,305336
6551,False,118,50.7127,1556,3157,1601,Jori,20142015,,2,307,67,234,Lehtera,20182019,67,8474627,C,5,6460,110,"STL,PHI",261327
6245,False,237,50.4738,1568,3166,1598,Mathieu,20092010,,2,708,206,863,Perreault,20212022,385,8473618,C,13,12608,319,"WSH,ANA,WPG,MTL",580309
5476,False,54,52.8531,1512,3207,1695,Erik,20052006,,2,387,103,193,Christensen,20112012,272,8470299,C,7,6643,135,"PIT,ATL,ANA,NYR,MIN",300978
4797,False,276,43.2804,1857,3274,1417,Nik,19992000,,2,525,268,691,Antropov,20122013,407,8467353,C,13,11339,226,"TOR,NYR,ATL,WPG",538566
7255,True,338,50.288,1640,3299,1659,Barclay,20142015,,2,492,160,805,Goodrow,20222023,216,8476624,C,9,9230,215,"SJS,TBL,NYR",401084
4420,False,455,54.3944,1510,3311,1801,Ryan,19971998,,2,357,77,264,Johnson,20102011,108,8460527,C,13,6610,79,"STL,VAN,CHI",255334
4226,False,91,47.1463,1778,3364,1586,Michael,19921993,,2,272,190,34,Nylander,20082009,163,8458573,C,15,5387,149,"NYR,WSH",297183
4291,False,239,51.9662,1649,3433,1784,Stephane,19951996,,2,351,71,460,Yelle,20092010,122,8459122,C,14,6799,138,"CGY,BOS,COL,CAR",267364
4503,False,258,42.8364,1971,3448,1477,Jochen,19981999,,2,500,268,260,Hecht,20122013,417,8462077,C,14,11333,229,BUF,526514
4177,False,143,47.4093,1827,3474,1647,Doug,19911992,,2,326,169,211,Weight,20102011,233,8458361,C,19,6946,112,"STL,CAR,ANA,NYI",347137
7275,True,202,48.7143,1795,3500,1705,Yanni,20152016,,2,465,171,477,Gourde,20222023,289,8476826,C,8,9675,299,"TBL,SEA",456622
5754,False,131,49.191,1790,3523,1733,Kyle,20072008,,2,482,113,569,Chipchura,20152016,114,8471231,C,9,7355,181,"MTL,ANA,PHX,ARI",308943
7106,False,218,48.1419,1842,3552,1710,Andrew,20112012,,2,544,171,1044,Shaw,20202021,318,8476381,R,10,10594,169,"CHI,MTL",497648
5962,True,534,40.4715,2121,3563,1442,Andrew,20072008,,2,1219,495,1284,Cogliano,20222023,655,8471699,C,16,25509,404,"EDM,ANA,DAL,SJS,COL",1046341
4260,False,217,52.1472,1716,3586,1870,Michael,19931994,,2,242,121,233,Peca,20082009,121,8458976,C,14,5686,135,"EDM,TOR,CBJ",239981
4052,False,106,53.8526,1659,3595,1936,Sergei,19901991,,2,260,176,162,Fedorov,20082009,233,8446788,C,18,6182,151,"CBJ,ANA,WSH",295512
4491,False,335,51.7823,1745,3619,1874,Jarome,19961997,,2,928,549,1168,Iginla,20162017,1025,8462042,R,20,21174,436,"CGY,PIT,BOS,COL,LAK",1091748
7619,True,232,47.5454,1934,3687,1753,Sam,20142015,,2,546,260,976,Bennett,20222023,394,8477935,C,9,10757,271,"CGY,FLA",489783
7548,True,169,48.2805,1910,3693,1783,Max,20152016,,2,581,398,257,Domi,20222023,419,8477503,C,8,12051,303,"ARI,MTL,CBJ,CAR,DAL,CHI",571171
4388,False,187,51.7014,1831,3791,1960,Radek,19941995,,2,280,90,226,Bonk,20082009,122,8460105,C,14,5952,146,"MTL,NSH",262635
6495,True,509,43.8711,2143,3818,1675,Josh,20082009,,2,1057,701,535,Bailey,20222023,512,8474573,R,15,21937,622,NYI,1048996
7722,True,138,46.1679,2065,3836,1771,Pavel,20152016,,2,468,227,444,Zacha,20222023,299,8478401,C,8,9682,202,"NJD,BOS",444108
4092,False,93,52.4876,1824,3839,2015,Joe,19881989,,2,223,179,57,Sakic,20082009,202,8451101,C,20,5679,144,COL,266376
7344,True,237,52.6383,1858,3923,2065,Chandler,20152016,,2,420,122,306,Stephenson,20222023,172,8476905,C,8,8169,210,"WSH,VGK",395842
5838,False,376,50.1781,1958,3930,1972,Torrey,20072008,,2,666,251,655,Mitchell,20172018,250,8471338,C,10,12744,253,"SJS,MIN,BUF,MTL,LAK",499903
6007,False,232,55.3979,1760,3946,2186,Vladimir,20072008,,2,548,80,985,Sobotka,20192020,268,8471743,C,11,11174,154,"BOS,STL,BUF",476814
4385,False,204,58.8295,1625,3947,2322,Scott,19951996,,2,454,68,751,Nichol,20122013,159,8459687,C,13,8033,148,"NSH,SJS,STL",309452
6586,True,259,52.2343,1892,3961,2069,Derek,20122013,,2,427,93,471,Grant,20222023,222,8474683,C,10,7939,123,"OTT,CGY,NSH,BUF,ANA,PIT,PHI",322920
4175,False,84,51.3601,1949,4007,2058,Keith,19911992,,2,345,194,417,Tkachuk,20092010,335,8458229,L,18,8296,113,"STL,ATL",345302
4370,False,304,50.6155,2006,4062,2056,Todd,19931994,,2,439,105,527,Marchant,20102011,194,8459587,C,17,9419,186,"CBJ,ANA",399244
6870,True,209,48.0383,2119,4078,1959,Calle,20132014,,2,647,130,356,Jarnkrok,20222023,358,8475714,C,10,14163,208,"NSH,SEA,CGY,TOR",597061
7745,True,184,48.663,2131,4151,2020,Dylan,20162017,,2,354,146,85,Strome,20222023,207,8478440,C,7,6804,201,"ARI,CHI,WSH",343668
4098,False,107,57.2212,1795,4196,2401,Mike,19901991,,2,220,150,151,Sillinger,20082009,192,8451359,C,17,5435,114,"STL,NSH,NYI",250226
8119,True,188,47.2808,2249,4266,2017,Nick,20192020,,2,291,201,273,Suzuki,20222023,194,8480018,C,4,6514,153,MTL,333906
4148,False,100,50.7223,2115,4292,2177,Robert,19921993,,2,343,257,125,Lang,20092010,259,8456966,C,16,7339,135,"DET,CHI,MTL,PHX",344472
5292,False,413,53.4479,2005,4307,2302,Jussi,20052006,,2,951,483,421,Jokinen,20172018,579,8469638,L,13,20052,373,"DAL,TBL,CAR,PIT,FLA,CBJ,LAK,VAN,EDM",899973
7777,True,247,49.2361,2193,4320,2127,Anthony,20172018,,2,352,90,373,Cirelli,20222023,218,8478519,C,6,7753,229,TBL,357001
4910,False,296,45.6993,2380,4383,2003,Tim,19992000,,2,372,245,128,Connolly,20112012,295,8467878,C,11,8645,149,"BUF,TOR",400457
5025,False,135,55.7362,1960,4428,2468,Andy,20002001,,2,491,227,233,McDonald,20122013,444,8468434,C,12,11685,181,"ANA,STL",531539
7795,True,218,54.9391,1998,4434,2436,Derek,20152016,,2,500,212,223,Ryan,20222023,244,8478585,C,8,9513,268,"CAR,CGY,EDM",401321
7483,True,285,51.2497,2165,4441,2276,Andrew,20142015,,2,565,230,547,Copp,20222023,276,8477429,C,9,11188,201,"WPG,NYR,DET",502375
5024,False,238,48.8814,2285,4470,2185,Steve,19992000,,2,394,163,142,Reinprecht,20102011,209,8468432,C,11,8290,174,"PHX,CGY,FLA",369963
6819,False,330,50.4807,2215,4473,2258,Marcus,20102011,,2,520,94,256,Kruger,20182019,164,8475323,C,9,10716,170,"CHI,CAR",411213
5904,False,184,55.5975,1999,4502,2503,Rich,20062007,,2,442,189,166,Peverley,20132014,313,8471514,C,8,8981,242,"NSH,ATL,BOS,DAL",429669
7306,True,278,49.7791,2273,4526,2253,Scott,20122013,,2,519,218,986,Laughton,20222023,238,8476872,C,10,10393,207,PHI,443470
7103,True,207,50.1417,2287,4587,2300,Sean,20162017,,2,418,143,952,Kuraly,20222023,219,8476374,C,7,7950,185,"BOS,CBJ",350405
5257,False,304,48.8487,2377,4647,2270,Patrick,20022003,,2,895,305,680,Sharp,20172018,867,8469544,L,15,20266,482,"CHI,PHI,DAL",934105
5472,False,299,56.1366,2055,4685,2630,Jim,20052006,,2,584,120,913,Slater,20142015,257,8470289,C,10,9481,197,"ATL,WPG",387381
6038,True,332,50.7967,2316,4707,2391,Darren,20072008,,2,823,252,1286,Helm,20222023,489,8471794,C,16,16805,348,"DET,COL",700536
5659,False,392,50.7222,2320,4708,2388,John,20082009,,2,548,169,822,Mitchell,20162017,287,8470750,C,9,10328,233,"TOR,NYR,COL",474651
6827,True,282,51.8315,2275,4723,2448,Nic,20152016,,2,436,132,830,Dowd,20222023,175,8475343,C,8,7592,183,"LAK,VAN,WSH",321946
5138,False,242,49.6521,2388,4743,2355,Matthew,20032004,,2,457,192,340,Lombardi,20122013,295,8468695,C,9,9959,183,"CGY,PHX,NSH,TOR,ANA",444278
4429,False,184,42.9142,2715,4756,2041,Patrik,19951996,,2,682,433,401,Elias,20152016,590,8460542,C,20,16397,286,NJD,753805
4056,False,125,57.4274,2052,4820,2768,Bobby,19901991,,2,290,128,541,Holik,20082009,175,8447958,C,18,6080,208,"ATL,NJD",262163
7163,False,167,50.1135,2417,4845,2428,Victor,20142015,,2,506,211,281,Rask,20212022,307,8476437,C,8,10004,237,"CAR,MIN,SEA",454380
7889,True,148,51.5377,2348,4845,2497,David,20172018,,2,399,94,319,Kampf,20222023,158,8480144,C,6,7942,200,"CHI,TOR",345049
7504,True,380,48.2716,2529,4889,2360,J.T.,20162017,,2,423,121,225,Compher,20222023,249,8477456,L,7,9208,137,COL,432144
5608,False,271,50.7441,2416,4905,2489,Maxim,20052006,,2,614,123,1299,Lapierre,20142015,269,8470654,C,10,10622,177,"MTL,ANA,VAN,STL,PIT",444550
4050,False,132,57.9032,2088,4960,2872,Kris,19901991,,2,433,110,481,Draper,20102011,203,8446485,C,20,9239,158,DET,370032
5426,False,429,46.1431,2709,5030,2321,Max,20052006,,2,704,157,1099,Talbot,20152016,245,8470171,C,11,13565,239,"PIT,PHI,COL,BOS",603710
7739,True,154,49.9508,2545,5085,2540,Sebastian,20162017,,2,520,412,409,Aho,20222023,609,8478427,C,7,11980,415,CAR,587831
4972,False,281,52.8662,2442,5181,2739,Derek,20012002,,2,598,116,1500,MacKenzie,20182019,232,8468001,C,16,10188,223,"ATL,CBJ,FLA",405155
4568,False,320,50.0288,2601,5205,2604,Dainius,19961997,,2,754,293,956,Zubrus,20152016,402,8464977,C,19,16848,301,"WSH,BUF,NJD,SJS",763541
5007,False,381,55.1724,2340,5220,2880,Jerred,20022003,,2,576,139,919,Smithson,20132014,170,8468162,C,11,11466,219,"NSH,FLA,EDM,TOR",433771
4744,False,172,49.6656,2634,5233,2599,Todd,19971998,,2,377,159,143,White,20102011,181,8466392,C,13,8388,265,"MIN,ATL,NYR",380930
6884,False,276,49.4951,2651,5249,2598,Johan,20122013,,2,488,136,720,Larsson,20212022,261,8475728,L,10,9507,183,"MIN,BUF,ARI,WSH",430051
5217,False,284,58.3491,2195,5270,3075,David,20052006,,2,425,143,634,Steckel,20132014,165,8469483,C,9,7783,168,"WSH,NJD,TOR,ANA",317974
4566,False,125,49.2334,2682,5283,2601,Daniel,19971998,,2,619,269,279,Brière,20142015,420,8464975,C,17,12755,236,"BUF,PHI,MTL,COL",624666
4807,False,391,51.1445,2604,5330,2726,Blair,20012002,,2,442,92,498,Betts,20102011,148,8467361,C,9,8351,169,"NYR,PHI",319870
7677,True,243,49.4072,2731,5398,2667,Brayden,20162017,,2,499,166,255,Point,20222023,462,8478010,C,7,10967,262,TBL,566743
7840,True,264,45.4058,2953,5409,2456,Pierre-Luc,20172018,,2,434,228,569,Dubois,20222023,413,8479400,L,6,9354,190,"CBJ,WPG",458575
6359,True,320,48.4586,2792,5417,2625,Riley,20112012,,2,627,134,636,Nash,20212022,249,8474062,C,11,11583,385,"CAR,BOS,CBJ,ARI,WPG,TBL",494679
5784,False,396,47.8698,2851,5469,2618,Carl,20122013,,2,597,169,505,Soderberg,20202021,382,8471262,C,9,12280,258,"BOS,COL,ARI,CHI",575330
4340,False,157,49.7097,2772,5512,2740,Brendan,19971998,,2,463,230,171,Morrison,20112012,283,8459461,C,14,9544,254,"VAN,DAL,ANA,WSH,CGY,CHI",456636
7217,True,379,53.0645,2619,5580,2961,J.T.,20122013,,2,718,448,1279,Miller,20222023,592,8476468,C,11,15969,411,"NYR,TBL,VAN",741701
7767,True,257,47.021,2970,5606,2636,Joel,20162017,,2,421,76,729,Eriksson Ek,20222023,259,8478493,C,7,8349,152,MIN,404570
