id,activePlayer,blockedShots,faceoffWinPctg,faceoffsLost,faceoffsTaken,faceoffsWon,firstName,firstSeasonForGameType,franchiseId,gameTypeId,gamesPlayed,giveaways,hits,lastName,lastSeasonForGameType,missedShots,playerId,positionCode,seasonsPlayed,shifts,takeaways,teamAbbrevs,timeOnIce
5065,False,270,54.9096,2544,5642,3098,Steve,20022003,,2,749,282,2205,Ott,20162017,422,8468505,C,14,15353,216,"DAL,BUF,STL,DET,MTL",683452
4100,False,134,54.8666,2555,5661,3106,Mats,19901991,,2,260,186,182,Sundin,20082009,367,8451774,C,18,6740,90,"TOR,VAN",306575
5294,False,498,48.0817,2950,5682,2732,Brooks,20032004,,2,771,295,938,Laich,20172018,457,8469639,C,13,16016,348,"WSH,TOR,LAK",713702
6964,True,493,48.7148,2933,5719,2786,Mikael,20122013,,2,750,345,587,Granlund,20222023,514,8475798,C,11,16806,385,"MIN,NSH,PIT",823528
4071,False,118,50.9427,2836,5781,2945,Mike,19891990,,2,398,372,113,Modano,20102011,380,8449645,C,21,8817,321,"DAL,DET",419734
5851,False,212,48.7443,3041,5933,2892,Mikhail,20062007,,2,534,322,272,Grabovski,20152016,450,8471362,C,10,10695,291,"MTL,TOR,WSH,NYI",518615
4482,False,289,45.3537,3299,6037,2738,Daymond,19951996,,2,465,300,411,Langkow,20112012,356,8462036,C,16,10622,341,"CGY,PHX",506802
7362,True,338,53.7928,2796,6051,3255,Colton,20132014,,2,537,159,903,Sissons,20222023,256,8476925,C,9,10827,165,NSH,470265
6918,True,224,48.986,3094,6065,2971,Nick,20122013,,2,618,248,996,Bjugstad,20222023,449,8475760,C,11,12299,264,"FLA,PIT,MIN,ARI,EDM",544675
7197,True,215,45.0353,3349,6093,2744,Ryan,20132014,,2,703,413,513,Strome,20222023,410,8476458,C,10,14520,315,"NYI,EDM,NYR,ANA",695109
5423,False,524,49.3648,3149,6219,3070,Gregory,20032004,,2,801,145,1302,Campbell,20152016,332,8470169,C,12,14003,191,"FLA,BOS,CBJ",602124
7672,True,310,52.3779,2984,6266,3282,Christian,20162017,,2,422,161,312,Dvorak,20222023,255,8477989,C,7,9298,121,"ARI,MTL",422346
7873,True,249,50.2679,3156,6346,3190,Nico,20172018,,2,381,165,252,Hischier,20222023,320,8480002,C,6,8929,257,NJD,416367
6277,False,200,52.1664,3036,6347,3311,Mark,20092010,,2,567,125,480,Letestu,20192020,284,8473914,C,11,11328,205,"PIT,CBJ,EDM,WPG",491313
7355,True,319,48.8892,3244,6347,3103,Chris,20142015,,2,597,354,265,Tierney,20222023,241,8476919,C,9,12254,284,"SJS,OTT,FLA,MTL",524017
7610,True,480,51.4164,3087,6354,3267,Pierre-Edouard,20142015,,2,660,171,595,Bellemare,20222023,306,8477930,L,9,11697,306,"PHI,VGK,COL,TBL",503389
6938,True,286,50.0786,3174,6358,3184,Riley,20112012,,2,637,177,383,Sheahan,20222023,288,8475772,C,12,12762,228,"DET,PIT,FLA,EDM,BUF,SEA",533758
6900,True,501,47.9267,3353,6439,3086,Charlie,20122013,,2,785,326,972,Coyle,20222023,499,8475745,C,11,16559,381,"MIN,BOS",780736
5773,False,214,46.0408,3489,6466,2977,Dave,20062007,,2,433,126,461,Bolland,20152016,208,8471245,C,10,10296,250,"CHI,TOR,FLA",420591
4121,False,251,51.6909,3157,6535,3378,Craig,19941995,,2,400,272,375,Conroy,20102011,211,8455919,C,16,9629,219,"LAK,CGY",383431
7724,True,223,47.319,3478,6602,3124,Connor,20152016,,2,569,494,375,McDavid,20222023,555,8478402,C,8,13171,563,EDM,742323
6637,True,280,49.9094,3319,6626,3307,Tyler,20122013,,2,671,246,538,Johnson,20222023,531,8474870,C,11,14157,204,"TBL,CHI",665379
6805,True,328,52.2854,3163,6629,3466,Erik,20132014,,2,614,186,557,Haula,20222023,408,8475287,L,10,11999,273,"MIN,VGK,FLA,CAR,NSH,BOS,NJD",537383
7333,True,442,51.6318,3216,6649,3433,Radek,20152016,,2,564,183,755,Faksa,20222023,326,8476889,C,8,12722,248,DAL,523202
6453,False,273,50.578,3292,6661,3369,Zack,20082009,,2,662,267,1318,Smith,20192020,427,8474250,C,12,13509,307,"OTT,CHI",585135
4965,False,540,48.8358,3428,6700,3272,Chris,20032004,,2,841,258,858,Kelly,20172018,380,8467967,C,14,16663,407,"OTT,BOS,ANA",733945
6923,True,207,46.4083,3596,6710,3114,Kevin,20142015,,2,634,387,490,Hayes,20222023,468,8475763,R,9,13955,371,"NYR,WPG,PHI",627299
6455,False,335,56.7238,2906,6715,3809,Jay,20082009,,2,646,109,782,Beagle,20212022,254,8474291,C,14,11916,192,"WSH,VAN,ARI",489475
4562,False,351,52.8257,3172,6724,3552,Marty,19981999,,2,564,168,280,Reasoner,20122013,287,8464967,C,14,10545,342,"EDM,BOS,ATL,FLA,NYI",475570
7158,True,625,54.0889,3099,6750,3651,Boone,20132014,,2,657,230,1500,Jenner,20222023,578,8476432,C,10,14468,302,CBJ,682732
7726,True,294,44.5168,3749,6757,3008,Jack,20152016,,2,476,392,355,Eichel,20222023,552,8478403,C,8,10676,277,"BUF,VGK",572255
4520,False,103,50.6574,3340,6769,3429,Marc,19971998,,2,386,334,143,Savard,20102011,335,8462118,C,13,9080,222,"ATL,BOS",457001
6188,False,285,47.6317,3549,6777,3228,Patrik,20082009,,2,717,166,914,Berglund,20182019,559,8473534,C,11,16151,305,"STL,BUF",679024
7824,True,443,52.6339,3219,6796,3577,Auston,20162017,,2,481,374,307,Matthews,20222023,749,8479318,C,7,11133,477,TOR,565508
6087,False,247,50.9729,3351,6835,3484,David,20092010,,2,524,147,201,Desharnais,20172018,170,8471976,C,9,10953,205,"MTL,EDM,NYR",494138
4898,False,401,53.9907,3159,6866,3707,Jeff,19992000,,2,608,187,486,Halpern,20132014,256,8467831,C,14,12954,263,"WSH,DAL,TBL,LAK,MTL,NYR,PHX",537067
4658,False,406,50.4603,3552,7170,3618,Patrick,19971998,,2,1221,834,1157,Marleau,20202021,1142,8466139,C,23,29543,618,"SJS,TOR,PIT",1374604
4438,False,426,54.9744,3254,7227,3973,Chris,19981999,,2,422,204,233,Drury,20102011,397,8460562,C,12,10086,256,"BUF,NYR",469925
5661,False,415,51.9523,3544,7376,3832,Brad,20052006,,2,869,220,874,Richardson,20212022,435,8470755,R,17,16986,300,"COL,LAK,VAN,ARI,NSH,CGY",702868
6700,True,379,47.298,3901,7402,3501,Brayden,20092010,,2,858,366,1798,Schenn,20222023,692,8475170,C,14,18506,384,"LAK,PHI,STL",899858
4313,False,133,50.0534,3740,7488,3748,Jason,19931994,,2,501,202,294,Arnott,20112012,471,8459429,C,18,11059,256,"DAL,NSH,WSH,NJD,STL",520258
5203,False,265,52.5226,3576,7532,3956,Marcel,20052006,,2,636,199,670,Goc,20142015,357,8469473,C,10,12792,288,"SJS,NSH,FLA,PIT,STL",535806
6343,True,316,45.4919,4111,7542,3431,Sam,20072008,,2,1015,458,430,Gagner,20222023,736,8474040,C,16,20258,331,"EDM,ARI,PHI,CBJ,VAN,DET,WPG",960130
6220,False,411,46.0566,4097,7595,3498,Artem,20082009,,2,771,177,397,Anisimov,20202021,559,8473573,C,13,16086,358,"NYR,CBJ,CHI,OTT",738549
6306,True,691,51.8742,3826,7950,4124,Jamie,20092010,,2,1030,738,1762,Benn,20222023,1036,8473994,L,14,25588,768,DAL,1118556
5570,False,610,50.257,3968,7977,4009,Brian,20072008,,2,871,185,1791,Boyle,20212022,508,8470619,C,14,15346,269,"LAK,NYR,TBL,TOR,NJD,NSH,FLA,PIT",674076
7320,True,461,53.1497,3741,7985,4244,Tomas,20132014,,2,664,342,712,Hertl,20222023,599,8476881,C,10,15421,404,SJS,707594
4038,False,231,59.3191,3250,7989,4739,Rod,19891990,,2,375,199,387,Brind'Amour,20092010,271,8445735,C,20,9331,196,CAR,454403
4739,False,350,51.7186,3891,8059,4168,John,19981999,,2,498,227,330,Madden,20112012,331,8466371,C,13,11656,363,"NJD,CHI,MIN,FLA",510731
7636,True,244,51.9545,3884,8084,4200,Dylan,20152016,,2,584,479,501,Larkin,20222023,623,8477946,C,8,13534,375,DET,676166
7273,True,673,55.671,3584,8085,4501,Luke,20132014,,2,706,126,1375,Glendening,20222023,330,8476822,C,10,14881,164,"DET,DAL",599254
7179,True,338,49.9816,4086,8169,4083,William,20142015,,2,615,256,353,Karlsson,20222023,463,8476448,C,9,12997,406,"CBJ,ANA,VGK",629092
7537,True,392,53.011,3839,8170,4331,Elias,20132014,,2,743,354,858,Lindholm,20222023,565,8477496,C,10,18023,426,"CAR,CGY",819697
6909,True,451,47.6361,4386,8376,3990,Brock,20132014,,2,758,364,549,Nelson,20222023,513,8475754,C,10,16301,409,NYI,757436
5667,False,621,52.871,3948,8377,4429,Nate,20062007,,2,844,199,1439,Thompson,20212022,317,8470775,C,15,16459,300,"BOS,NYI,TBL,ANA,LAK,OTT,MTL,PHI,WPG",656052
4522,False,447,51.2704,4085,8383,4298,Michal,19981999,,2,573,275,490,Handzus,20132014,267,8462129,C,15,13367,212,"PHI,CHI,LAK,SJS",570425
7116,True,354,51.7291,4048,8386,4338,Adam,20142015,,2,621,154,1697,Lowry,20222023,321,8476392,C,9,13439,264,WPG,558729
7551,True,399,46.1245,4518,8386,3868,Alex,20142015,,2,633,217,350,Wennberg,20222023,249,8477505,C,9,14075,360,"CBJ,FLA,SEA",653028
4603,False,296,52.7827,3962,8391,4429,Eric,20002001,,2,562,235,374,Belanger,20122013,415,8465050,C,12,13635,314,"LAK,CAR,ATL,MIN,WSH,PHX,EDM",556433
6898,True,198,44.0147,4733,8454,3721,Evgeny,20132014,,2,680,450,417,Kuznetsov,20222023,544,8475744,C,10,13799,364,WSH,713787
6957,True,326,53.4137,4019,8627,4608,Tyler,20102011,,2,901,511,748,Seguin,20222023,1028,8475794,C,13,21209,414,"BOS,DAL",986191
7233,True,367,53.3734,4036,8656,4620,Phillip,20142015,,2,553,262,628,Danault,20222023,332,8476479,C,9,12914,251,"CHI,MTL,LAK",564987
4627,False,225,53.0089,4201,8940,4739,Samuel,20002001,,2,526,139,1001,Pahlsson,20112012,282,8465192,C,11,12273,259,"ANA,CHI,CBJ,VAN",524596
5180,False,335,51.2823,4445,9124,4679,Stephen,20012002,,2,598,231,332,Weiss,20142015,399,8469457,C,13,14113,304,"FLA,DET",638243
7529,True,347,45.7243,4957,9133,4176,Nathan,20132014,,2,709,440,504,MacKinnon,20222023,879,8477492,C,10,16687,389,COL,851211
7189,True,415,44.2385,5115,9173,4058,Ryan,20112012,,2,801,434,577,Nugent-Hopkins,20222023,606,8476454,C,12,18710,544,EDM,934007
6774,True,534,51.4304,4465,9193,4728,Casey,20112012,,2,745,255,1503,Cizikas,20222023,296,8475231,C,12,14726,386,NYI,597035
6779,False,384,50.6989,4550,9229,4679,Cody,20112012,,2,701,303,668,Eakin,20212022,392,8475236,C,11,14550,396,"WSH,DAL,VGK,WPG,BUF",642450
4773,False,454,58.8546,3822,9289,5467,Manny,19981999,,2,645,176,568,Malhotra,20142015,317,8467334,C,16,14454,269,"CBJ,SJS,VAN,CAR,MTL",569047
7144,True,506,53.7628,4350,9408,5058,Jean-Gabriel,20122013,,2,636,281,1316,Pageau,20222023,399,8476419,C,11,14847,247,"OTT,NYI",634682
5106,False,420,53.3914,4391,9421,5030,Dominic,20032004,,2,892,278,645,Moore,20172018,473,8468575,C,13,17586,334,"NYR,MIN,PIT,TOR,BUF,FLA,MTL,TBL,SJS,BOS",734528
5610,False,618,49.9261,4740,9466,4726,David,20062007,,2,965,300,2710,Backes,20202021,824,8470655,R,15,23249,455,"STL,BOS,ANA",1003153
5417,False,608,55.9712,4225,9596,5371,Boyd,20032004,,2,665,135,293,Gordon,20162017,274,8470159,C,13,13844,236,"WSH,PHX,EDM,ARI,PHI",557227
4660,False,296,45.8574,5241,9680,4439,Olli,19971998,,2,754,455,732,Jokinen,20142015,842,8466140,C,17,17272,336,"FLA,PHX,CGY,NYR,WPG,STL,NSH,TOR",830626
4766,False,296,47.3085,5139,9753,4614,David,19981999,,2,774,396,298,Legwand,20152016,397,8467330,C,17,17737,431,"NSH,DET,OTT,BUF",787017
5325,False,501,52.2204,4691,9818,5127,Vernon,20022003,,2,841,188,660,Fiddler,20162017,453,8469759,C,14,17225,324,"NSH,PHX,DAL,NJD",681497
5220,False,390,48.9598,5054,9902,4848,Derek,20032004,,2,689,503,301,Roy,20142015,551,8469485,C,11,15335,419,"BUF,DAL,VAN,STL,EDM,NSH",759688
4793,False,202,50.6953,4893,9924,5031,Scott,19992000,,2,685,444,270,Gomez,20152016,523,8467351,C,16,15140,434,"NJD,NYR,MTL,SJS,FLA,STL,OTT",731311
5140,False,449,56.2877,4418,10107,5689,Paul,20022003,,2,726,184,1344,Gaustad,20152016,299,8468700,C,12,14568,183,"BUF,NSH",621317
6364,False,320,49.877,5092,10159,5067,Kyle,20072008,,2,776,349,367,Turris,20212022,566,8474068,C,14,16204,317,"PHX,OTT,NSH,EDM",770664
7112,True,374,52.5757,4870,10269,5399,Vincent,20132014,,2,637,460,1253,Trocheck,20222023,715,8476389,C,10,14327,433,"FLA,CAR,NYR",713690
7617,True,208,52.3023,4910,10294,5384,Leon,20142015,,2,638,704,380,Draisaitl,20222023,641,8477934,C,9,14433,545,EDM,783149
5678,False,571,49.8524,5266,10501,5235,Kyle,20052006,,2,917,264,773,Brodziak,20182019,499,8470803,C,14,18432,469,"EDM,MIN,STL",776210
6560,True,587,49.6673,5295,10520,5225,Adam,20102011,,2,830,305,700,Henrique,20222023,571,8474641,C,13,19409,399,"NJD,ANA",886213
6435,True,526,49.9668,5275,10543,5268,Lars,20092010,,2,954,440,1062,Eller,20222023,687,8474189,C,14,18972,464,"STL,MTL,WSH,COL",867235
5951,False,373,52.1054,5073,10592,5519,Martin,20072008,,2,673,216,1547,Hanzal,20182019,561,8471691,C,12,15583,305,"PHX,ARI,MIN,DAL",713996
6353,True,782,48.3396,5476,10600,5124,Logan,20092010,,2,927,513,765,Couture,20222023,956,8474053,C,14,22889,643,SJS,1017975
7203,True,370,52.0147,5097,10622,5525,Sean,20112012,,2,721,329,551,Couturier,20212022,549,8476461,C,11,17731,415,PHI,819126
6317,True,887,49.9203,5338,10659,5321,Nick,20092010,,2,823,258,315,Bonino,20222023,431,8474009,C,14,18040,475,"ANA,VAN,PIT,NSH,MIN,SJS",777718
4815,False,299,44.0384,6003,10727,4724,Mike,19992000,,2,877,646,873,Ribeiro,20162017,474,8467371,C,17,18368,475,"MTL,DAL,WSH,PHX,NSH",961689
6197,True,216,48.6988,5559,10836,5277,Derick,20072008,,2,1013,418,1479,Brassard,20222023,556,8473544,C,16,21163,426,"CBJ,NYR,OTT,PIT,COL,FLA,NYI,ARI,EDM,PHI",954094
5794,False,401,52.9369,5136,10913,5777,Brandon,20062007,,2,823,231,2158,Dubinsky,20182019,564,8471273,C,13,18386,384,"NYR,CBJ",846913
4323,False,229,52.7452,5164,10928,5764,Saku,19951996,,2,627,325,399,Koivu,20132014,357,8459442,C,18,14717,345,"MTL,ANA",672319
4874,False,339,54.6909,4955,10936,5981,Pavel,20012002,,2,744,539,558,Datsyuk,20152016,764,8467514,C,14,18367,926,DET,879941
5237,False,570,51.8789,5276,10964,5688,Jay,20052006,,2,906,283,816,McClement,20162017,395,8469508,C,12,18672,431,"STL,COL,TOR,CAR",781747
5567,False,466,49.6683,5539,11005,5466,Mike,20052006,,2,749,521,994,Richards,20152016,800,8470617,C,11,17868,448,"PHI,LAK,WSH",810924
6704,True,282,48.997,5670,11117,5447,Nazem,20092010,,2,821,500,1062,Kadri,20222023,919,8475172,C,14,18014,436,"TOR,COL,CGY",842591
4577,False,474,53.3866,5196,11147,5951,Matt,19971998,,2,1003,413,489,Cullen,20182019,675,8464989,C,21,21571,437,"CAR,NYR,OTT,MIN,NSH,PIT",940916
5419,False,481,49.2199,5663,11152,5489,Matt,20022003,,2,933,430,923,Stajan,20172018,425,8470162,C,15,19062,497,"TOR,CGY",834484
4823,False,346,50.4921,5533,11176,5643,Brad,20002001,,2,800,565,253,Richards,20152016,1022,8467389,C,15,18228,450,"TBL,DAL,NYR,CHI,DET",969369
7538,True,240,50.5366,5531,11182,5651,Sean,20132014,,2,681,378,407,Monahan,20222023,557,8477497,C,10,15730,462,"CGY,MTL",729029
4844,False,417,50.491,5546,11202,5656,Shawn,20002001,,2,740,442,442,Horcoff,20152016,470,8467423,C,15,17599,407,"EDM,DAL,ANA",802658
6374,False,492,49.7459,5735,11412,5677,Brandon,20082009,,2,770,217,613,Sutter,20202021,473,8474091,C,13,17792,392,"CAR,PIT,VAN",755157
5365,False,401,50.8301,5657,11505,5848,Valtteri,20052006,,2,1056,446,426,Filppula,20202021,495,8470047,C,16,23040,476,"DET,TBL,PHI,NYI",1067926
7201,True,428,46.3573,6207,11571,5364,Mark,20112012,,2,723,415,534,Scheifele,20222023,619,8476460,C,12,16584,549,WPG,866927
5408,False,696,48.531,6044,11743,5699,Frans,20062007,,2,925,365,535,Nielsen,20202021,604,8470144,C,15,20930,495,"NYI,DET",914006
6696,True,541,53.2892,5503,11781,6278,Matt,20092010,,2,976,579,594,Duchene,20222023,891,8475168,C,14,21667,603,"COL,OTT,CBJ,NSH",1071164
4764,False,251,49.9789,5914,11823,5909,Vincent,19981999,,2,745,428,941,Lecavalier,20152016,789,8467329,C,17,16995,330,"TBL,PHI,LAK",841884
5735,True,433,44.5794,6615,11936,5321,Evgeni,20062007,,2,1063,1041,650,Malkin,20222023,1197,8471215,C,17,23923,909,PIT,1259485
6481,True,440,50.1368,6015,12063,6048,Steven,20082009,,2,1003,553,1095,Stamkos,20222023,1253,8474564,C,15,22639,459,TBL,1157586
5086,False,531,55.5922,5388,12133,6745,Jarret,20022003,,2,800,297,1555,Stoll,20152016,621,8468526,C,13,18611,252,"EDM,LAK,MIN,NYR",796020
7199,True,466,49.6691,6161,12241,6080,Mika,20112012,,2,767,481,988,Zibanejad,20222023,870,8476459,C,12,17847,474,"OTT,NYR",836978
7531,True,421,52.3416,5933,12449,6516,Aleksander,20132014,,2,664,399,345,Barkov,20222023,510,8477493,C,10,16083,553,FLA,802770
6123,True,286,50.231,6248,12554,6306,Bryan,20072008,,2,843,245,555,Little,20192020,531,8473412,C,13,19353,454,"ATL,WPG",910008
4981,False,322,51.1714,6336,12976,6640,Henrik,20022003,,2,942,604,512,Zetterberg,20172018,1135,8468083,C,15,23210,575,DET,1127049
7543,True,437,53.9811,6005,13049,7044,Bo,20142015,,2,651,228,573,Horvat,20222023,491,8477500,C,9,16060,250,"VAN,NYI",727143
6411,True,403,48.925,6723,13163,6440,Mikael,20082009,,2,908,542,683,Backlund,20222023,797,8474150,C,15,20761,727,CGY,926318
6543,True,476,46.5443,7046,13181,6135,Derek,20102011,,2,890,356,630,Stepan,20222023,680,8474613,C,13,20126,519,"NYR,ARI,OTT,CAR",911885
6955,True,330,53.3788,6223,13348,7125,Ryan,20112012,,2,842,420,885,Johansen,20222023,531,8475793,C,12,18769,409,"CBJ,NSH",880239
6653,False,393,53.5546,6213,13377,7164,Tyler,20092010,,2,814,341,719,Bozak,20212022,446,8475098,C,13,18543,479,"TOR,STL",851918
4813,False,827,51.3952,6654,13690,7036,Mike,19992000,,2,856,363,1872,Fisher,20172018,685,8467370,C,18,20094,429,"OTT,NSH",943281
5798,True,572,50.7226,6888,13978,7090,David,20062007,,2,1032,492,729,Krejci,20222023,698,8471276,C,16,21913,493,BOS,1104297
5675,True,1069,54.56,6527,14364,7837,Joe,20062007,,2,1250,801,1305,Pavelski,20222023,1414,8470794,C,17,30535,720,"SJS,DAL",1400959
5092,False,550,56.6665,6809,15713,8904,Antoine,20032004,,2,989,392,935,Vermette,20172018,588,8468535,C,14,23251,404,"OTT,CBJ,PHX,ARI,CHI,ANA",1015469
4656,False,406,53.5845,7342,15818,8476,Joe,19971998,,2,1205,1249,786,Thornton,20212022,703,8466138,C,24,28822,962,"SJS,BOS,TOR,FLA",1346912
4907,False,217,49.1361,8390,16495,8105,Henrik,20002001,,2,1012,556,266,Sedin,20172018,499,8467876,C,17,24060,373,VAN,1137348
5758,False,423,53.4663,7813,16790,8977,Travis,20062007,,2,1037,326,824,Zajac,20202021,583,8471233,C,15,24688,651,"NJD,NYI",1161010
5177,False,339,53.6833,7790,16819,9029,Jason,20022003,,2,1137,975,296,Spezza,20212022,1084,8469455,C,19,23942,645,"OTT,DAL,TOR",1138921
5565,False,855,54.5939,7670,16892,9222,Ryan,20032004,,2,973,336,1480,Kesler,20182019,997,8470616,C,15,24371,601,"VAN,ANA",1113203
5543,True,631,51.2791,8342,17122,8780,Jeff,20052006,,2,1249,662,1083,Carter,20222023,1548,8470604,C,18,29046,562,"PHI,CBJ,LAK,PIT",1328194
5557,False,1006,49.2979,8919,17591,8672,Ryan,20052006,,2,1157,1086,1980,Getzlaf,20212022,1200,8470612,C,17,27214,732,ANA,1353032
6209,True,647,50.1215,8825,17693,8868,Nicklas,20072008,,2,1097,612,769,Backstrom,20222023,867,8473563,C,16,24312,754,WSH,1278655
5244,False,548,49.8579,8996,17941,8945,Tomas,20032004,,2,999,515,615,Plekanec,20182019,794,8469521,C,15,24130,497,"MTL,TOR",1080536
6692,True,427,53.1349,8596,18342,9746,John,20092010,,2,1029,936,662,Tavares,20222023,1211,8475166,C,14,22874,792,"NYI,TOR",1203095
6680,True,540,55.7962,8183,18512,10329,Ryan,20092010,,2,991,366,408,O'Reilly,20222023,626,8475158,C,14,24288,929,"COL,BUF,STL,TOR",1164363
6180,True,432,55.956,8201,18620,10419,Claude,20072008,,2,1100,545,990,Giroux,20222023,1040,8473512,R,16,27700,575,"PHI,FLA,OTT",1289062
5924,True,579,53.8107,8618,18658,10040,Paul,20062007,,2,1145,351,627,Stastny,20222023,751,8471669,C,17,27084,647,"COL,STL,WPG,VGK,CAR",1267095
5183,False,558,53.6467,8974,19360,10386,Mikko,20052006,,2,1035,482,627,Koivu,20202021,841,8469459,C,16,25889,702,"MIN,CBJ",1188322
6186,True,541,53.0416,9109,19398,10289,Jordan,20062007,,2,1173,563,2209,Staal,20222023,928,8473533,C,17,28604,663,"PIT,CAR",1293557
5525,True,529,48.3313,10450,20225,9775,Eric,20032004,,2,1284,677,924,Staal,20222023,1455,8470595,C,18,31035,830,"CAR,NYR,MIN,MTL,BUF,FLA",1484832
6237,True,384,57.3191,8925,20911,11986,Jonathan,20072008,,2,1067,460,629,Toews,20222023,695,8473604,C,15,26567,841,CHI,1255011
5946,True,898,53.0375,11294,24049,12755,Anze,20062007,,2,1292,833,1195,Kopitar,20222023,1263,8471685,C,17,32497,752,LAK,1626405
5592,True,847,58.1683,10670,25507,14837,Patrice,20032004,,2,1223,448,972,Bergeron,20222023,1374,8470638,C,19,30189,811,BOS,1380768
5929,True,586,52.1803,12425,25983,13558,Sidney,20052006,,2,1190,964,1013,Crosby,20222023,1278,8471675,C,18,29095,670,PIT,1480165
